name,artifact_dir,nrows,ncols,matrix_nrows,matrix_ncols,nnz_max_capacity,max_time,min_time,max_chain_time,min_chain_time,passed,status,failed_step,error_type,returncode,saved_make_log,cli_tail
matrix_8192rows_1024nnzperrow_256,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_1024nnzperrow_256_cache,256,256,8192,8192,179,7520.0,6130.0,4330.0,2026.0,True,ok,,,,,
matrix_8192rows_16nnzperrow_256,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_16nnzperrow_256_cache,256,256,8192,8192,10,3997.0,3024.0,274.0,33.0,True,ok,,,,,
matrix_8192rows_256nnzperrow_256,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_256nnzperrow_256_cache,256,256,8192,8192,58,4991.0,3782.0,1426.0,298.0,True,ok,,,,,
matrix_8192rows_64nnzperrow_256,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_64nnzperrow_256_cache,256,256,8192,8192,24,4257.0,3198.0,610.0,33.0,True,ok,,,,,
matrix_8192rows_1024nnzperrow_384,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_1024nnzperrow_384_cache,384,384,8192,8192,92,7636.0,6163.0,2242.0,562.0,True,ok,,,,,
matrix_8192rows_16nnzperrow_384,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_16nnzperrow_384_cache,384,384,8192,8192,8,5836.0,4870.0,226.0,33.0,True,ok,,,,,
matrix_8192rows_256nnzperrow_384,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_256nnzperrow_384_cache,384,384,8192,8192,35,6292.0,5224.0,874.0,58.0,True,ok,,,,,
matrix_8192rows_64nnzperrow_384,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_64nnzperrow_384_cache,384,384,8192,8192,15,5908.0,4901.0,394.0,33.0,True,ok,,,,,
matrix_8192rows_1024nnzperrow_512,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_1024nnzperrow_512_cache,512,512,8192,8192,56,8855.0,8357.0,1378.0,298.0,True,ok,,,,,
matrix_8192rows_16nnzperrow_512,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_16nnzperrow_512_cache,512,512,8192,8192,7,7690.0,7605.0,202.0,33.0,True,ok,,,,,
matrix_8192rows_256nnzperrow_512,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_256nnzperrow_512_cache,512,512,8192,8192,23,8050.0,7749.0,586.0,33.0,True,ok,,,,,
matrix_8192rows_64nnzperrow_512,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_64nnzperrow_512_cache,512,512,8192,8192,11,7775.0,7606.0,298.0,33.0,True,ok,,,,,
